,Date Local,County Code,State Code,Site Num,NO2 Mean,NO2 1st Max Value,NO2 1st Max Hour,NO2 AQI,O3 Mean,O3 1st Max Value,O3 1st Max Hour,O3 AQI,SO2 Mean,SO2 1st Max Value,SO2 1st Max Hour,SO2 AQI,CO Mean,CO 1st Max Value,CO 1st Max Hour,CO AQI
6719,2001-06-11,25,6.0,5.0,9.166667,27.0,8.0,25.0,0.045542,0.061,10.0,54.0,0.22222199999999998,0.35000000000000003,2.0,3.5,0.475,1.15,7.0,9.25
6732,2001-06-12,25,6.0,5.0,4.695652,18.0,7.0,17.0,0.040625,0.047,8.0,40.0,0.3225,0.5,7.5,4.0,0.280797,0.75,8.0,5.25
6745,2001-06-13,25,6.0,5.0,7.347825999999999,26.0,23.0,25.0,0.043542,0.067,9.0,74.0,0.451242,0.75,22.5,3.5,0.276902,0.55,15.0,4.0
6758,2001-06-14,25,6.0,5.0,15.434783,52.0,20.0,49.0,0.02775,0.052000000000000005,10.0,44.0,0.612422,1.3,23.0,7.5,0.8227355000000001,4.0,22.0,25.25
6771,2001-06-15,25,6.0,5.0,19.363636,43.0,5.0,41.0,0.045583,0.07,9.0,84.0,0.518939,1.25,3.5,3.25,1.7020835,4.800000000000001,1.5,41.5
6784,2001-06-16,25,6.0,5.0,13.434783,41.0,6.0,39.0,0.0575,0.08,10.0,111.0,0.546894,1.2000000000000002,7.0,3.0,0.6318840000000001,1.3,7.5,9.0
6797,2001-06-17,25,6.0,5.0,7.0,21.0,5.0,20.0,0.05475,0.085,8.0,124.0,0.426708,1.05,7.0,4.25,0.488587,0.9000000000000001,2.5,7.5
6810,2001-06-18,25,6.0,5.0,11.0,23.0,21.0,22.0,0.02075,0.042,9.0,36.0,0.46547599999999995,0.8999999999999999,22.0,4.25,0.6990035,1.05,14.5,8.75
6823,2001-06-19,25,6.0,5.0,9.695652,29.0,21.0,27.0,0.025333,0.047,9.0,40.0,0.31,0.5,10.0,2.5,0.8533515,1.35,22.0,11.0
6836,2001-06-20,25,6.0,5.0,6.1304349999999985,12.0,19.0,11.0,0.028042,0.042,9.0,36.0,0.47187500000000004,0.8,20.5,9.0,0.8015399999999999,1.1,3.5,11.25
6849,2001-06-21,25,6.0,5.0,8.260869999999999,18.0,22.0,17.0,0.033292,0.07200000000000001,10.0,90.0,0.6080745000000001,0.9000000000000001,12.0,6.5,0.8960144999999999,1.15,10.5,11.0
6862,2001-06-22,25,6.0,5.0,8.681818,34.0,22.0,32.0,0.028875,0.048,10.0,41.0,0.6382355,1.25,23.0,3.25,0.7791665000000001,1.1,11.0,9.5
6875,2001-06-23,25,6.0,5.0,7.26087,19.0,7.0,18.0,0.040917,0.061,9.0,54.0,1.1518635000000002,1.4500000000000002,19.5,3.0,0.456612,0.95,6.0,6.75
6888,2001-06-24,25,6.0,5.0,2.26087,4.0,5.0,4.0,0.0345,0.043,10.0,36.0,1.19441,1.4500000000000002,14.0,3.0,0.1127715,0.2,3.5,2.75
6901,2001-06-25,25,6.0,5.0,9.304348,27.0,7.0,25.0,0.027625,0.041,9.0,35.0,1.5015524999999998,1.7000000000000002,7.5,8.25,0.413134,1.0,8.5,7.5
6914,2001-06-26,25,6.0,5.0,4.217391,13.0,5.0,12.0,0.0305,0.044,12.0,37.0,1.385093,1.65,1.0,10.0,0.1675725,0.4,2.5,5.25
6927,2001-06-27,25,6.0,5.0,10.391304,27.0,6.0,25.0,0.035667000000000004,0.056,9.0,47.0,1.579193,1.8499999999999999,5.5,4.75,0.395652,0.95,7.0,8.0
6940,2001-06-28,25,6.0,5.0,10.086957,31.0,19.0,29.0,0.036292000000000005,0.056,10.0,47.0,1.458385,1.75,2.0,4.25,0.2192935,0.45,15.0,3.0
6953,2001-06-29,25,6.0,5.0,12.0,24.0,6.0,23.0,0.038208,0.062,9.0,58.0,0.8613635000000001,1.55,2.5,6.0,0.396591,0.7,14.5,5.75
6966,2001-06-30,25,6.0,5.0,9.782609,23.0,20.0,22.0,0.034583,0.07,9.0,84.0,0.2857145,0.4,8.0,4.25,0.5749095,0.95,16.0,7.25
6979,2001-07-01,25,6.0,5.0,10.304348,26.0,21.0,25.0,0.03475,0.067,8.0,74.0,0.1015525,0.3,4.5,2.75,0.6785325,1.0,4.0,8.0
6992,2001-07-02,25,6.0,5.0,10.826087,23.0,6.0,22.0,0.054000000000000006,0.094,10.0,147.0,0.16,0.6,7.5,2.25,0.7846920000000001,1.2999999999999998,8.5,10.25
7005,2001-07-03,25,6.0,5.0,10.173913,24.0,19.0,23.0,0.022083,0.037000000000000005,7.0,31.0,0.184375,0.35000000000000003,19.5,3.5,0.789855,1.15,20.0,9.0
7018,2001-07-04,25,6.0,5.0,5.347826,11.0,20.0,10.0,0.027833,0.04,10.0,34.0,0.02,0.1,1.0,2.5,0.7530795,1.0,9.5,8.25
7031,2001-07-05,25,6.0,5.0,8.173913,24.0,7.0,23.0,0.0285,0.043,11.0,36.0,0.456316,0.65,21.5,2.5,0.8852355000000001,1.4500000000000002,9.0,11.0
7044,2001-07-06,25,6.0,5.0,6.409091,11.0,13.0,10.0,0.026333,0.037000000000000005,7.0,31.0,0.008333499999999999,0.05,11.0,2.5,0.8676765000000001,1.05,3.0,8.75
7129,2001-07-13,25,6.0,5.0,12.727273,31.0,7.0,29.0,0.031292,0.049,7.0,42.0,0.5734845,1.0,10.0,3.25,0.356548,0.5,19.0,4.0
7142,2001-07-14,25,6.0,5.0,9.826087,45.0,6.0,42.0,0.038625,0.055,7.0,47.0,0.0857145,0.25,7.5,2.5,0.4971920000000001,1.5,7.0,10.0
7155,2001-07-15,25,6.0,5.0,6.608696000000001,24.0,3.0,23.0,0.043125,0.061,8.0,54.0,0.18888899999999997,0.35000000000000003,9.5,2.5,0.25525349999999997,0.65,8.0,5.25
7168,2001-07-16,25,6.0,5.0,5.782609,22.0,8.0,21.0,0.041417,0.062,9.0,58.0,0.4776395,1.0,20.0,3.5,0.18722850000000002,0.55,8.5,3.5
7181,2001-07-17,25,6.0,5.0,10.652174,33.0,6.0,31.0,0.034458,0.052000000000000005,12.0,44.0,0.41366450000000005,0.8,14.5,3.25,0.3766305,1.1,7.0,8.0
7194,2001-07-18,25,6.0,5.0,9.217391,33.0,6.0,31.0,0.038125,0.059,10.0,50.0,0.19166650000000002,0.5,7.0,5.0,0.36983699999999997,1.2,8.0,7.5
7207,2001-07-19,25,6.0,5.0,6.086957,13.0,6.0,12.0,0.036333,0.062,11.0,58.0,0.0,0.0,12.5,4.0,0.24692049999999996,0.55,5.5,2.75
7220,2001-07-20,25,6.0,5.0,12.227273,50.0,7.0,47.0,0.035167000000000004,0.054000000000000006,9.0,46.0,0.25,0.65,7.5,8.25,0.5022725,1.4,7.5,9.75
7233,2001-07-21,25,6.0,5.0,8.043478,26.0,8.0,25.0,0.051375,0.087,8.0,129.0,0.01,0.05,16.0,3.25,0.45081499999999997,1.0,9.5,7.25
7246,2001-07-22,25,6.0,5.0,6.478261,23.0,7.0,22.0,0.048708,0.06,7.0,51.0,0.175,0.5,8.0,2.75,0.4192935,0.95,6.5,6.0
7259,2001-07-23,25,6.0,5.0,4.043478,8.0,6.0,8.0,0.044,0.057,11.0,48.0,0.08,0.15,5.5,3.5,0.276449,0.35000000000000003,3.5,2.25
7272,2001-07-24,25,6.0,5.0,11.173913,43.0,6.0,41.0,0.051208,0.077,9.0,104.0,0.28250000000000003,1.05,7.5,4.25,0.601902,1.6,8.5,10.5
7285,2001-07-25,25,6.0,5.0,11.478261,38.0,21.0,36.0,0.037292,0.063,10.0,61.0,0.12045449999999999,0.3,20.5,5.0,0.5325185,1.0,6.5,6.0
7298,2001-07-26,25,6.0,5.0,8.130435,14.0,20.0,13.0,0.02775,0.045,10.0,38.0,0.0,0.0,2.0,0.0,0.6594205,0.9500000000000001,7.5,7.666666666666666
7310,2001-07-27,25,6.0,5.0,11.636364,29.0,23.0,27.0,0.026167000000000003,0.052000000000000005,9.0,44.0,0.4507575,1.05,12.5,6.0,0.722538,1.35,16.0,10.5
7323,2001-07-28,25,6.0,5.0,7.869565,20.0,0.0,19.0,0.029375,0.05,9.0,42.0,0.1518635,0.35000000000000003,7.0,6.0,0.528623,0.85,0.0,8.0
7336,2001-07-29,25,6.0,5.0,3.826087,11.0,17.0,10.0,0.023083000000000003,0.027000000000000003,15.0,23.0,0.4392855,1.1,22.0,4.0,0.4703805,0.55,14.0,4.5
7349,2001-07-30,25,6.0,5.0,5.521739,9.0,6.0,8.0,0.037042,0.053,9.0,45.0,0.0142855,0.05,6.5,3.25,0.5144925,0.8,8.0,7.75
7362,2001-07-31,25,6.0,5.0,10.304348,28.0,7.0,26.0,0.027375,0.047,9.0,40.0,0.202193,0.65,7.5,4.0,0.3874095,0.95,9.0,7.5
7375,2001-08-01,25,6.0,5.0,5.652174,13.0,21.0,12.0,0.017,0.026,10.0,22.0,0.99441,1.25,19.5,7.25,0.4214675,0.6,8.5,6.5
7388,2001-08-02,25,6.0,5.0,8.0,18.0,21.0,17.0,0.020417,0.034,9.0,29.0,1.0742235,1.4500000000000002,22.0,5.0,0.532065,0.8,8.5,8.0
7401,2001-08-03,25,6.0,5.0,8.590909,33.0,6.0,31.0,0.038583,0.048,16.0,41.0,0.79697,1.3,2.5,4.25,0.4486745,1.25,6.5,8.5
7414,2001-08-04,25,6.0,5.0,10.217391,31.0,5.0,29.0,0.032292,0.055,7.0,47.0,0.6590065,1.45,10.0,4.0,0.3938405,0.95,6.5,7.5
7427,2001-08-05,25,6.0,5.0,5.695652,20.0,21.0,19.0,0.014667,0.022,8.0,19.0,0.4037265,0.6,12.5,0.0,0.5093295,0.95,21.0,9.0
7440,2001-08-06,25,6.0,5.0,9.217391,23.0,20.0,22.0,0.035458,0.059,10.0,50.0,0.2829195,0.55,1.0,0.0,0.737862,1.3,6.5,10.0
7453,2001-08-07,25,6.0,5.0,8.130435,36.0,5.0,34.0,0.043042,0.063,9.0,61.0,0.228261,0.5,6.5,3.25,0.5995469999999999,1.4,7.5,9.5
7466,2001-08-08,25,6.0,5.0,5.652174,19.0,7.0,18.0,0.024417,0.034,9.0,29.0,0.23975149999999998,0.44999999999999996,2.0,4.0,0.589402,1.0,8.5,8.0
7479,2001-08-09,25,6.0,5.0,4.086957,8.0,7.0,8.0,0.023,0.03,7.0,25.0,0.17857150000000002,0.5,6.5,3.5,0.647011,0.75,8.5,8.25
7492,2001-08-10,25,6.0,5.0,7.636364,18.0,19.0,17.0,0.028417,0.054000000000000006,10.0,46.0,0.26060599999999995,0.65,3.5,5.25,0.6950755000000001,1.15,7.5,10.25
7505,2001-08-11,25,6.0,5.0,6.086957,11.0,0.0,10.0,0.033792,0.054000000000000006,9.0,46.0,0.0857145,0.3,1.0,5.0,0.4377715000000001,0.7000000000000001,3.5,6.5
7518,2001-08-12,25,6.0,5.0,2.608696,5.0,17.0,5.0,0.025708,0.031,10.0,26.0,0.0857145,0.2,11.5,5.25,0.3809785,0.44999999999999996,4.5,4.25
7531,2001-08-13,25,6.0,5.0,6.304348,15.0,21.0,14.0,0.025542,0.04,10.0,34.0,0.185093,0.5499999999999999,14.0,4.25,0.49375,0.7000000000000001,8.5,6.75
7544,2001-08-14,25,6.0,5.0,5.210526,13.0,19.0,12.0,0.024412,0.032,15.0,27.0,0.2257895,0.35000000000000003,1.0,6.5,0.4874615,0.7000000000000001,3.5,6.5
7557,2001-08-15,25,6.0,5.0,8.611111,28.0,18.0,26.0,0.057579,0.1,10.0,161.0,0.19052650000000004,0.5,2.5,6.0,0.5383225,0.8,12.5,7.75
7570,2001-08-16,25,6.0,5.0,9.304348,17.0,0.0,16.0,0.036583,0.068,9.0,77.0,0.1425465,0.5,1.0,3.25,0.589221,1.05,9.0,9.25
7583,2001-08-17,25,6.0,5.0,10.782609,29.0,19.0,27.0,0.037583,0.054000000000000006,9.0,46.0,0.1857145,0.44999999999999996,10.0,2.25,0.4770835,0.95,21.0,8.0
7596,2001-08-18,25,6.0,5.0,6.608696000000001,13.0,18.0,12.0,0.03025,0.039,6.0,33.0,0.25341600000000003,0.5,3.5,2.25,0.469837,0.7,8.5,8.0
7609,2001-08-19,25,6.0,5.0,4.304348,11.0,19.0,10.0,0.033125,0.045,9.0,38.0,0.1599375,0.6499999999999999,3.5,4.0,0.448551,0.6499999999999999,9.5,6.75
7622,2001-08-20,25,6.0,5.0,6.6521740000000005,24.0,7.0,23.0,0.035583,0.049,9.0,42.0,0.1059005,0.25,19.0,2.25,0.4762685,1.25,8.0,8.75
7635,2001-08-21,25,6.0,5.0,8.0,35.0,7.0,33.0,0.038292,0.052000000000000005,9.0,44.0,0.323292,0.8,6.5,4.75,0.37826099999999996,1.35,9.0,10.75
7648,2001-08-22,25,6.0,5.0,4.434783,20.0,7.0,19.0,0.03825,0.051,9.0,43.0,0.328882,0.65,7.5,3.25,0.085145,0.6,7.5,4.5
7661,2001-08-23,25,6.0,5.0,18.608696,51.0,19.0,48.0,0.053417,0.093,9.0,145.0,0.4670805,0.8500000000000001,7.0,3.5,0.443025,1.7,7.5,9.5
7674,2001-08-24,25,6.0,5.0,22.086957,66.0,6.0,64.0,0.028333,0.055,10.0,47.0,1.2164595,2.35,10.0,6.25,0.7745470000000001,2.4,21.0,14.25
7687,2001-08-25,25,6.0,5.0,17.913043,62.0,6.0,60.0,0.033417,0.071,8.0,87.0,1.3381985,2.0,22.0,5.75,0.7690215,2.5,3.0,14.25
7699,2001-08-26,25,6.0,5.0,12.043478,36.0,19.0,34.0,0.035458,0.07,8.0,84.0,0.2152175,0.44999999999999996,14.0,4.0,0.49275349999999996,1.25,9.5,8.75
7711,2001-08-27,25,6.0,5.0,8.869565,25.0,18.0,24.0,0.0135,0.026,9.0,22.0,0.5322979999999999,1.2,22.0,3.25,0.519565,0.8500000000000001,21.0,7.25
7724,2001-08-28,25,6.0,5.0,7.391303999999999,16.0,19.0,15.0,0.012833,0.02,9.0,17.0,0.4642855,0.9,6.5,4.25,0.646558,1.0,8.0,8.0
7737,2001-08-29,25,6.0,5.0,7.086957000000001,20.0,7.0,19.0,0.023583,0.046,9.0,39.0,0.353416,0.55,1.5,4.25,0.5719205,1.05,7.5,8.0
7750,2001-08-30,25,6.0,5.0,8.913043,33.0,7.0,31.0,0.023708,0.041,9.0,35.0,0.2763975,0.55,1.0,3.5,0.582699,1.55,7.5,9.75
7763,2001-08-31,25,6.0,5.0,6.363636,14.0,19.0,13.0,0.019667,0.035,10.0,30.0,0.19924250000000002,0.8500000000000001,6.5,1.0,0.4388255,0.8,7.5,8.0
7776,2001-09-01,25,6.0,5.0,11.043478,27.0,19.0,25.0,0.014375,0.028,7.0,24.0,0.6993785,1.0,16.5,3.5,0.5895835,1.05,6.5,7.5
7789,2001-09-02,25,6.0,5.0,12.347826,32.0,7.0,30.0,0.017958000000000002,0.035,8.0,30.0,0.5807455,0.8999999999999999,6.5,5.75,0.657699,1.25,7.0,8.25
7802,2001-09-03,25,6.0,5.0,13.652174,33.0,6.0,31.0,0.019708,0.044,7.0,37.0,0.002174,0.05,3.5,4.0,0.8149455,1.75,7.5,10.5
7815,2001-09-04,25,6.0,5.0,11.217391,39.0,7.0,37.0,0.02975,0.046,10.0,39.0,0.38633550000000005,0.6,1.5,2.75,0.722373,1.75,7.0,12.5
7828,2001-09-05,25,6.0,5.0,10.0,34.0,7.0,32.0,0.025417,0.04,8.0,34.0,1.1158385,1.4500000000000002,20.0,4.0,0.6487315,1.6999999999999997,8.0,11.5
7841,2001-09-06,25,6.0,5.0,7.130435,21.0,2.0,20.0,0.026708,0.04,9.0,34.0,0.035404,0.15,6.5,4.75,0.46557950000000003,1.05,6.5,8.25
7854,2001-09-07,25,6.0,5.0,17.909091,65.0,7.0,63.0,0.043417,0.071,9.0,87.0,0.36893899999999996,1.0,11.5,4.0,0.775947,2.45,7.5,16.5
7867,2001-09-08,25,6.0,5.0,19.391304,65.0,19.0,63.0,0.036917,0.08,10.0,111.0,0.654037,1.35,20.0,1.0,0.7041665,2.0,21.0,15.0
7880,2001-09-09,25,6.0,5.0,15.434783,31.0,3.0,29.0,0.021292,0.042,8.0,36.0,0.8102485,1.25,22.5,1.0,0.823098,1.75,1.5,16.0
7893,2001-09-10,25,6.0,5.0,14.695652,51.0,7.0,48.0,0.017,0.033,8.0,28.0,0.6748449999999999,1.0,11.5,3.0,0.779529,1.9500000000000002,3.5,11.75
7906,2001-09-11,25,6.0,5.0,12.782609,32.0,7.0,30.0,0.0255,0.048,10.0,41.0,0.8015525,1.05,7.0,6.75,0.6588769999999999,1.9499999999999997,7.5,10.5
7919,2001-09-12,25,6.0,5.0,12.043478,35.0,6.0,33.0,0.024583,0.036000000000000004,8.0,31.0,0.4453415,0.8999999999999999,10.0,7.5,0.6167575000000001,1.9499999999999997,6.5,11.0
7932,2001-09-13,25,6.0,5.0,11.043478,45.0,7.0,42.0,0.013541999999999998,0.02,7.0,17.0,0.49441,1.1,7.5,4.25,0.810779,2.45,6.5,13.25
7945,2001-09-14,25,6.0,5.0,6.909091,14.0,20.0,13.0,0.01025,0.018000000000000002,8.0,15.0,0.5984845,1.3,6.5,4.25,0.6375,0.8999999999999999,8.5,8.5
7958,2001-09-15,25,6.0,5.0,9.956522,22.0,22.0,21.0,0.024375,0.055,8.0,47.0,0.2692545,0.5,2.0,9.25,0.6557065,1.1,23.0,8.25
7971,2001-09-16,25,6.0,5.0,5.391304,16.0,1.0,15.0,0.02675,0.038,9.0,32.0,0.39223600000000003,0.75,2.0,3.5,0.447373,1.0,1.5,9.75
7984,2001-09-17,25,6.0,5.0,12.521739,44.0,7.0,42.0,0.047167,0.076,10.0,101.0,0.5425465,0.8,7.0,7.25,0.508424,1.9499999999999997,8.5,11.5
7997,2001-09-18,25,6.0,5.0,23.0,75.0,19.0,73.0,0.042792,0.079,10.0,109.0,0.5223605,0.8,7.0,9.0,0.598913,1.5500000000000003,13.5,10.0
8010,2001-09-19,25,6.0,5.0,21.956522,75.0,7.0,73.0,0.031,0.071,8.0,87.0,0.654037,1.05,7.0,3.25,0.908424,2.95,8.0,16.75
8023,2001-09-20,25,6.0,5.0,14.391304000000002,41.0,18.0,39.0,0.027917,0.055,9.0,47.0,0.496584,0.65,2.0,1.75,0.5839675,1.3,3.0,8.75
8036,2001-09-21,25,6.0,5.0,14.227273,34.0,18.0,32.0,0.020083,0.034,10.0,29.0,0.37424250000000003,0.8999999999999999,20.0,2.5,0.46344700000000005,0.9,6.5,7.0
8049,2001-09-22,25,6.0,5.0,9.826087,27.0,18.0,25.0,0.022833000000000003,0.034,9.0,29.0,0.7065215,1.2,18.5,2.5,0.352989,0.85,3.0,5.75
8062,2001-09-23,25,6.0,5.0,12.565217,34.0,19.0,32.0,0.025333,0.045,10.0,38.0,1.0900625000000002,1.55,7.0,3.0,0.48115949999999996,1.45,6.0,9.25
8075,2001-09-24,25,6.0,5.0,15.826087,39.0,18.0,37.0,0.022208,0.042,9.0,36.0,1.1655280000000001,1.4,10.0,5.0,0.47880449999999997,1.15,8.5,8.5
8088,2001-09-25,25,6.0,5.0,20.086957,53.0,19.0,50.0,0.018792,0.042,9.0,36.0,1.3037265,1.85,19.5,4.5,0.8740945,2.65,21.0,15.75
8101,2001-09-26,25,6.0,5.0,23.086957,72.0,7.0,70.0,0.023208000000000003,0.052000000000000005,8.0,44.0,1.328261,1.95,7.5,4.75,1.3625905,3.6,6.5,21.5
8114,2001-09-27,25,6.0,5.0,17.0,35.0,7.0,33.0,0.0155,0.035,9.0,30.0,0.9272724999999999,1.4500000000000002,10.0,4.0,0.868371,1.7999999999999998,7.5,13.25
8127,2001-09-28,25,6.0,5.0,19.043478,56.0,7.0,53.0,0.019792,0.039,9.0,33.0,0.30807450000000003,0.8500000000000001,7.5,6.5,0.7889489999999999,2.3499999999999996,8.0,14.0
8140,2001-09-29,25,6.0,5.0,13.086957,27.0,1.0,25.0,0.018208,0.038,9.0,32.0,0.23757799999999998,0.55,1.5,1.0,0.738225,1.4000000000000001,8.0,10.75
8153,2001-09-30,25,6.0,5.0,6.521739,16.0,19.0,15.0,0.021917,0.03,9.0,25.0,0.1059005,0.25,2.0,1.75,0.486866,0.7,3.5,6.0
8166,2001-10-01,25,6.0,5.0,9.217391,24.0,7.0,23.0,0.022958000000000003,0.035,10.0,30.0,0.1152175,0.3,11.5,2.75,0.4807065,1.0499999999999998,7.5,8.75
8179,2001-10-02,25,6.0,5.0,11.782609,27.0,21.0,25.0,0.017125,0.031,9.0,26.0,0.07205,0.25,7.5,2.75,0.645652,1.1,14.5,10.75
8192,2001-10-03,25,6.0,5.0,16.565217,57.0,8.0,54.0,0.015708,0.029,8.0,25.0,0.2136645,0.6,8.0,4.75,0.8864129999999999,2.0,8.0,14.0
8205,2001-10-04,25,6.0,5.0,9.347826,19.0,7.0,18.0,0.021917,0.045,9.0,38.0,0.6590065,1.2000000000000002,17.5,2.5,0.6146739999999999,1.05,8.0,8.0
8218,2001-10-05,25,6.0,5.0,9.954545,27.0,7.0,25.0,0.016083,0.031,9.0,26.0,0.7954545,1.7,18.5,2.25,0.719129,1.6500000000000001,8.0,11.25
8231,2001-10-06,25,6.0,5.0,7.608696000000001,13.0,7.0,12.0,0.021958,0.034,9.0,29.0,0.887267,1.05,16.5,1.5,0.3763585,0.5,9.0,4.5
8244,2001-10-07,25,6.0,5.0,5.73913,9.0,3.0,8.0,0.02325,0.03,11.0,25.0,0.935404,1.2000000000000002,9.5,1.5,0.2596015,0.44999999999999996,11.0,4.0
8257,2001-10-08,25,6.0,5.0,13.565217,35.0,7.0,33.0,0.0275,0.045,9.0,38.0,0.572981,1.3499999999999999,7.0,3.25,0.6275360000000001,1.6999999999999997,8.0,10.25
8270,2001-10-09,25,6.0,5.0,23.304348,55.0,21.0,52.0,0.019792,0.047,10.0,40.0,0.32018650000000004,1.05,22.5,3.5,0.8730075,2.4,21.5,14.0
8283,2001-10-10,25,6.0,5.0,24.26087,58.0,19.0,55.0,0.020958,0.049,9.0,42.0,0.7447205,1.15,14.0,3.5,0.8574275,2.2,3.0,15.5
8296,2001-10-11,25,6.0,5.0,23.826087,80.0,7.0,79.0,0.0385,0.064,11.0,64.0,1.5009320000000002,1.9,7.5,4.5,1.5618659999999998,4.449999999999999,6.0,36.5
8309,2001-10-12,25,6.0,5.0,19.727273,43.0,18.0,41.0,0.016625,0.034,8.0,29.0,0.7954545,1.4,1.0,2.5,0.56553,2.35,22.0,15.25
8322,2001-10-13,25,6.0,5.0,30.391304,87.0,7.0,86.0,0.01775,0.04,9.0,34.0,0.6086955000000001,1.7000000000000002,22.5,5.5,2.5469204999999997,9.1,22.5,52.25
8335,2001-10-14,25,6.0,5.0,25.173913,51.0,22.0,48.0,0.016625,0.039,9.0,33.0,0.6108695000000001,1.6,22.0,3.25,2.863949,7.800000000000001,11.5,61.75
8348,2001-10-15,25,6.0,5.0,42.130435,102.0,7.0,101.0,0.0185,0.049,9.0,42.0,0.781056,1.6500000000000001,13.0,3.25,4.798731500000001,13.099999999999998,3.5,80.75
8361,2001-10-16,25,6.0,5.0,28.565217,59.0,21.0,56.0,0.015542,0.039,9.0,33.0,0.5763975,1.7,22.0,5.75,2.149547,7.5,11.0,41.75
8374,2001-10-17,25,6.0,5.0,35.0,87.0,7.0,86.0,0.018708,0.05,9.0,42.0,0.9338504999999999,1.7000000000000002,1.5,1.5,2.975568,7.049999999999999,5.0,49.5
8387,2001-10-18,25,6.0,5.0,29.217391,119.0,8.0,104.0,0.015166999999999996,0.034,9.0,29.0,0.497205,1.0,15.0,2.25,1.79846,4.2,7.5,25.25
8400,2001-10-19,25,6.0,5.0,35.136364,83.0,21.0,82.0,0.017542,0.043,9.0,36.0,1.330303,2.8499999999999996,22.0,6.25,2.8952655,12.3,22.0,60.75
8412,2001-10-20,25,6.0,5.0,37.956522,98.0,8.0,98.0,0.028,0.068,9.0,77.0,1.2440995,2.45,1.5,4.0,3.723913,11.05,2.0,90.25
8424,2001-10-21,25,6.0,5.0,21.478261,44.0,23.0,42.0,0.032333,0.066,9.0,71.0,0.6736025000000001,1.1,12.5,3.25,1.0042575,1.6500000000000001,11.5,12.5
8436,2001-10-22,25,6.0,5.0,10.478261,33.0,17.0,31.0,0.020958,0.03,9.0,25.0,0.7397515,1.0,1.0,2.5,0.518116,1.05,8.5,12.0
8449,2001-10-23,25,6.0,5.0,22.434783,77.0,7.0,76.0,0.016458,0.037000000000000005,8.0,31.0,0.8074535,1.3,7.5,6.5,1.4231880000000001,4.45,8.0,29.75
8462,2001-10-24,25,6.0,5.0,20.26087,61.0,8.0,58.0,0.015708,0.038,9.0,32.0,1.09441,1.4500000000000002,6.5,9.0,1.0791665,2.4,8.0,16.25
8475,2001-10-25,25,6.0,5.0,24.434783,43.0,18.0,41.0,0.018583,0.039,8.0,33.0,0.3661495,1.0,1.0,4.0,1.044565,1.8000000000000003,13.5,13.5
8488,2001-10-26,25,6.0,5.0,22.772727,45.0,17.0,42.0,0.016416999999999998,0.035,9.0,30.0,0.3234845,1.0,6.5,3.0,1.2160985,2.85,21.5,17.75
8501,2001-10-27,25,6.0,5.0,14.0,29.0,17.0,27.0,0.027917,0.047,9.0,40.0,0.631056,1.3499999999999999,19.5,2.25,0.6315215000000001,1.6,2.5,17.25
8514,2001-10-28,25,6.0,5.0,13.173913,32.0,3.0,30.0,0.016,0.034,8.0,29.0,0.331677,0.8500000000000001,19.0,0.0,0.721377,2.2,5.0,15.0
8527,2001-10-29,25,6.0,5.0,19.304348,36.0,17.0,34.0,0.01,0.025,9.0,21.0,0.12732899999999997,0.35000000000000003,23.0,0.0,0.85779,2.5,23.0,20.0
8540,2001-10-30,25,6.0,5.0,32.173913,104.0,8.0,102.0,0.019292,0.04,9.0,34.0,0.631677,1.0,8.0,1.0,2.259511,4.9,7.0,47.0
8553,2001-10-31,25,6.0,5.0,5.913043,11.0,0.0,10.0,0.023583,0.029,9.0,25.0,0.2742235,0.55,6.5,0.0,0.4115035,1.0,0.0,17.0
8566,2001-11-01,25,6.0,5.0,18.217391,56.0,22.0,53.0,0.021,0.042,9.0,36.0,0.32018650000000004,1.0,22.5,1.0,1.0759965,6.55,22.5,40.0
8579,2001-11-02,25,6.0,5.0,27.409091,60.0,21.0,57.0,0.019125,0.044,9.0,37.0,0.18636350000000002,0.4,7.0,0.0,1.4615529999999999,4.199999999999999,11.0,43.0
8592,2001-11-03,25,6.0,5.0,17.73913,35.0,6.0,33.0,0.023125,0.04,8.0,34.0,0.002381,0.05,10.0,0.0,0.9499095,2.55,3.0,25.0
8605,2001-11-04,25,6.0,5.0,11.565217,27.0,19.0,25.0,0.016875,0.028,9.0,24.0,0.1151515,0.25,18.5,0.0,0.5301629999999999,1.2,21.0,9.0
8618,2001-11-05,25,6.0,5.0,19.565217,58.0,8.0,55.0,0.013041999999999998,0.032,9.0,27.0,0.069697,0.19999999999999998,8.0,0.0,0.9453805000000001,2.35,8.5,17.0
8631,2001-11-06,25,6.0,5.0,26.217391,61.0,21.0,58.0,0.01575,0.038,9.0,32.0,0.0522725,0.45,22.0,0.0,1.6336050000000002,6.949999999999999,22.5,42.0
8644,2001-11-07,25,6.0,5.0,22.565217,42.0,8.0,40.0,0.020125,0.049,9.0,42.0,0.907143,1.4,13.0,3.25,1.4659419999999999,3.0500000000000003,4.5,33.5
8657,2001-11-08,25,6.0,5.0,16.130435000000002,38.0,17.0,36.0,0.015375,0.029,8.0,25.0,0.12453449999999999,0.25,11.0,9.75,0.8144925000000001,1.55,10.5,12.0
8670,2001-11-09,25,6.0,5.0,14.045455,37.0,19.0,35.0,0.017958000000000002,0.031,9.0,26.0,0.7022725000000001,2.5500000000000003,22.5,4.0,0.5876889999999999,1.2000000000000002,9.5,10.5
